county,year,dayswaqi,maqi
Dutchess,2014,365,101
Newport News City,1987,359,62
Medina,1983,330,200
Frederick,1996,213,150
Putnam,1995,365,146
Wakulla,2004,360,112
Lackawanna,2001,365,169
Chesterfield,2006,359,157
Grant,2001,365,163
Queens,1987,356,249
Jefferson,1988,360,226
Westchester,1997,365,187
Larimer,1996,366,129
Union,2012,365,147
Florence,1997,161,126
Cameron,1999,364,93
Honolulu,1988,366,48
Galveston,2001,365,173
New London,2015,359,151
Person,1989,357,143
Jessamine,2011,357,140
Fountain,2015,357,46
Glenn,1998,365,156
Bronx,1988,343,155
Windham,1993,60,44
Caldwell,2015,207,97
Larimer,1985,362,163
Bartow,1990,255,128
Santa Cruz,1991,365,140
Sumter,2007,237,143
Imperial,2015,365,175
Monongalia,1988,338,200
Iron,1996,57,41
Greene,2002,239,190
Hillsborough,1992,366,169
Forrest,2017,350,74
Winona,2014,356,110
St Croix,2017,26,66
Jefferson,1988,366,225
Graham,1997,45,71
Lane,2010,365,127
San Mateo,1987,365,112
San Luis Obispo,1998,365,208
St. Clair,1994,365,202
Fairfax,1990,365,212
Wayne,1999,110,117
Baltimore (City),2009,365,111
Clarke,1999,99,170
Lake,1996,210,67
Douglas,1994,365,116
Yalobusha,1995,271,154
Elmore,1994,317,159
Ford,2015,330,64
Marshall,2009,55,31
Coweta,2004,344,182
Baker,2013,365,84
Brown,2003,114,95
Cobb,1999,130,192
Mahoning,2006,365,136
Cherokee,1993,361,166
Brazoria,1990,211,228
Cass,1994,172,53
Huron,1990,211,151
Cass,2012,366,91
Dane,2012,355,154
Adams,1990,59,60
Ramsey,1983,365,197
Clinton,2008,214,126
Chittenden,1998,365,140
Switzerland,1991,363,141
Ozaukee,1984,352,192
Douglas,1999,181,129
Chesapeake City,1995,59,37
Multnomah,2016,366,108
Sanders,1988,247,103
Elbert,2002,118,55
Park,2011,122,76
Walker,2005,63,104
Granville,2001,213,203
Thurston,2000,366,128
St. James,1996,362,161
Santa Cruz,2012,337,107
Tazewell,1980,311,158
Allegheny,1997,365,213
Iberville,2004,366,177
Union,1997,298,161
Clinton,1980,167,214
Burleigh,2003,124,70
Adams,2000,365,129
Warren,2007,365,136
Warren,2002,365,200
Pointe Coupee,1997,363,182
Adams,2002,365,112
Rockingham,2019,365,112
Hancock,2016,366,122
Atlantic,2015,365,122
San Benito,2014,365,115
San Diego,2006,365,187
Albany,1985,347,101
Hudson,2005,365,177
Jefferson,1992,366,195
Ramsey,1996,366,97
Okaloosa,2013,361,87
Montgomery,1993,289,81
Mitchell,1996,61,60
Pueblo,1998,84,53
Wake,2004,366,150
Stanislaus,1998,365,221
Etowah,1999,59,56
Wood,2005,363,169
Pierce,2011,365,152
Boone,2000,183,166
Manitowoc,2004,240,143
Maui,2017,364,87
Clay,2013,364,136
Lowndes,2000,117,116
Hancock,2002,365,201
Wilkinson,2006,120,98
Sarasota,2001,365,200
Creek,2011,364,164
Ventura,1994,365,228
Salinas,2011,347,31
Los Angeles,2007,365,213
McLennan,2007,256,122
Hamilton,2004,364,140
Middlesex,1991,363,207
Kenai Peninsula ,2017,67,23
Onondaga,2005,365,154
Santa Fe,2009,365,84
Pinal,1987,182,200
Cibola,1995,53,34
Clermont,2001,365,164
Yolo,1994,365,140
Floyd,1990,361,160
Burke,2013,365,95
Calcasieu,2011,365,133
Lake,2005,353,97
Darlington,1996,344,150
Bronx,2006,365,185
Hall,2008,109,66
Silver Bow,1992,327,106
El Dorado,1996,366,208
Muscatine,2003,365,141
Alachua,1984,91,198
Chesterfield,2017,358,112
Granville,2000,214,169
Person,1984,359,164
St. Croix,1999,204,133
Kent,2013,357,100
Hinds,1990,365,151
Napa,1988,366,156
Citrus,1985,67,156
Snohomish,2011,365,147
Lafayette,2015,365,97
Tuscaloosa,1992,51,42
Crook,2018,363,164
Douglas,1991,273,182
Jefferson,1980,366,216
Macon,1995,356,133
Colbert,2013,285,80
Johnston,1998,214,202
Perry,2001,365,188
Culberson,1993,100,53
Stanislaus,1981,365,222
Washington,1992,51,54
Bayamon,2002,365,106
Wayne,2006,290,127
Morgan,1990,320,117
Stafford,2016,193,108
San Juan,2005,338,126
Lafayette,1999,365,161
Churchill,2016,351,108
McClain,1985,268,197
Gwinnett,2016,365,147
Sherman,1987,49,62
Delta,1998,365,69
Livingston,1981,222,185
Bucks,1986,364,228
Tuolumne,2008,365,209
Cook,1997,365,214
Elmore,2000,242,166
Porter,2006,365,126
Gallatin,2013,365,76
Bannock,2006,365,107
Greenville,1990,356,187
Washington,1987,365,200
Jersey,2003,214,174
Carroll,1988,321,230
Dodge,2004,365,129
Williamson,1997,202,174
Winona,1998,10,27
Monterey,1982,365,108
Tolland,2005,180,201
Clallam,2013,365,83
Jefferson,2016,366,105
Glynn,1987,345,43
Smith,1999,359,216
Montgomery,2007,363,130
Richland,2017,358,153
Jefferson,2004,366,116
Warren,2003,268,126
Salem City,1983,360,103
Clark,2012,366,180
Fresno,1986,365,232
McKenzie,2004,366,141
Cowlitz,2007,336,78
Sheridan,2016,366,110
Jefferson,1990,360,200
Roosevelt,1999,41,57
Campbell,2000,163,165
Fayette,2002,356,190
Hall,2013,114,76
Teton,2001,362,93
Maricopa,1996,366,201
Chester,2003,232,147
Lawrence,2016,362,112
Charlottesville City,1989,61,55
Smith,2004,366,164
Charles,1998,210,208
Albany,1997,365,164
Deschutes,1986,61,92
East Baton Rouge,1989,365,220
Northampton,1984,366,260
Chittenden,2002,363,177
Wayne,2006,290,127
Guayama,1997,108,93
Rock,1980,366,200
Chautauqua,2005,365,179
Platte,2000,61,81
Knox,2006,160,202
Claiborne,2016,344,108
Ozaukee,2004,244,140
Delaware,2008,366,166
Harford,1995,360,228
Merrimack,2007,364,161
Mitchell,1994,57,49
Billings,2015,365,153
Knox,2016,181,122
Jefferson,1981,365,200
Montezuma,1988,76,33
Russell,2018,364,99
McLean,1995,208,195
Lawrence,2002,365,179
Gaston,1997,208,51
Campbell,2018,352,101
Blount,2011,365,154
Warrick,1980,261,200
Greene,1991,365,184
Iberville,1987,350,203
Minnehaha,2012,366,170
Pennington,1991,263,110
Boone,2010,214,101
San Joaquin,1996,366,177
Bryan,2014,333,126
Mercer,2014,365,119
Bucks,1985,362,219
San Juan,1998,99,33
San Miguel,1985,55,133
Lowndes,2001,116,119
Tulare,1984,366,213
Lancaster,1981,352,229
Pope,2012,57,66
St. Lucie,2009,365,84
Cullman,1987,125,177
Polk,2001,121,84
Hunterdon,2005,363,187
Warren,1994,209,201
Douglas,2014,364,135
Jackson,1998,359,218
Dona Ana,2018,365,187
Greene,1997,365,183
Teton,1991,321,67
Jackson,1991,39,53
Duchesne,2014,365,119
Garrett,2007,364,129
Hartford,1980,366,260
Potter,2016,366,65
Tangipahoa,2016,117,60
Hancock,2008,366,126
Alamosa,2014,365,124
St Croix,1994,364,118
Mesa,2001,365,76
Cambria,2006,365,119
Hancock,1998,340,206
Glynn,1987,345,43
Hancock,1995,61,44
Sacramento,1987,365,223
Blaine,1995,58,36
Putnam,2018,352,64
Nueces,2000,366,161
Walworth,1999,180,205
Natrona,1986,59,55
Lake,2008,363,172
Douglas,1990,275,200
McCracken,1981,365,200
Maricopa,2014,365,221
Travis,2007,365,169
Clark,2012,309,133
Indian River,2016,340,84
Travis,2002,365,187
Fergus,1996,86,44
Lafourche,2012,359,133
Stillwater,1996,91,36
Stark,1991,365,228
Clinton,2012,366,126
Rockbridge,2001,250,154
Klickitat,2016,122,58
Baltimore (City),1985,365,187
Johnson,1985,119,112
Berkshire,2009,352,143
Milwaukee,1993,365,190
Glynn,2017,276,77
St. Lucie,2019,352,77
Fergus,2012,217,68
Jefferson,2008,243,164
Caribou,2011,364,96
Davie,2010,214,140
Whatcom,2008,366,65
Pulaski,2017,282,77
Tulare,2011,365,195
Kent,2004,214,172
Gallatin,1987,50,54
Bristol City,1999,92,122
Muscatine,2016,366,95
Montgomery,2017,364,84
Washington,2006,119,102
Polk,2010,362,136
Mitchell,1983,287,101
Columbiana,1990,354,200
Sweet Grass,2001,77,22
Kitsap,1986,53,77
Alexander,2014,214,97
Hunt,2013,365,115
Windham,1992,57,55
Orange,1991,365,242
Durham,1980,355,210
Beltrami,2018,352,106
New Castle,2018,365,150
Lorain,1984,366,171
Wood,1993,361,163
Linn,1999,361,159
Alachua,2016,360,101
Gloucester,1990,356,212
Norfolk,2018,353,105
Sullivan,2004,212,174
Lake,2000,366,164
Harford,1998,353,213
Knox,2006,160,202
Columbia,2009,365,93
Jefferson,2016,366,159
Lafourche,2010,364,129
Terrebonne,2002,122,72
Hood,2003,358,151
Wakulla,2012,365,87
Mille Lacs,1999,246,159
Wayne,2013,359,89
Oldham,2012,245,204
Taylor,1993,357,122
Grand,1991,246,114
Boyd,1983,365,207
Elkhart,2002,241,206
Liberty,2000,355,150
Lee,2018,121,76
Colbert,1996,366,123
Snohomish,2002,365,132
Jones,2011,118,90
Davis,1989,365,227
Merrimack,1981,267,200
Bartow,2001,365,161
Terrebonne,2014,121,62
Essex,1990,349,159
Iron,1993,358,200
Washington,2001,90,78
Sherman,1997,45,51
Oneida,1989,365,200
Charles,1987,335,216
Wasco,1986,48,78
Cass,1993,350,71
Mecklenburg,1984,366,197
Livingston,1984,189,177
Dukes,2010,266,187
Snohomish,1983,365,200
Marion,2018,117,63
Lee,1997,365,136
Pike,1999,270,161
Orange,2004,366,154
Guaynabo,2011,336,62
New Madrid,2017,361,21
Delta,1993,365,198
Hutchinson,2018,358,168
Bonner,2013,273,79
Rutland,2007,364,87
Dutchess,2015,365,133
Berks,1980,363,252
Hennepin,2013,365,93
Rutland,1997,365,107
Cascade,1984,334,186
Ashley,1996,61,59
Dubois,1984,40,83
Warren,2012,214,108
Pueblo,1999,118,54
Campbell,1998,61,59
Outagamie,1981,186,159
Davidson,1988,366,219
Lawrence,1986,364,150
Passaic,1981,86,118
Pueblo,2002,129,76
Cuyahoga,1987,365,215
Hardin,2008,360,122
Dawson,1997,62,88
Whitley,2009,60,66
Pottawattamie,2008,301,99
Merced,2006,364,172
Raleigh,2014,8,24
Churchill,2010,207,80
Richland,2015,365,89
Gulf,1993,45,51
Fairfield,2013,365,185
Wabash,1982,356,200
Polk,2001,121,84
Spencer,2019,117,73
Essex,2009,365,129
Clark,1981,354,205
Sullivan,2010,365,200
Orange,1992,366,256
Uintah,2017,365,206
Crittenden,2003,363,203
Garvin,1985,355,110
Prince George's,2010,362,172
Siskiyou,1995,321,74
Cumberland,2000,289,148
Carson City,2007,365,105
Floyd,1980,338,200
Cass,2017,245,126
Miami-Dade,2018,365,126
Camden,1990,364,223
Alachua,2008,366,119
Marin,2009,365,97
Garfield,1995,101,30
Pope,1997,55,48
Allegan,2017,281,115
Weber,1998,365,179
Carter,1993,58,52
Bergen,1986,363,212
Bristol,2005,365,151
Columbus,1980,262,200
Avery,1996,212,143
San Juan,2017,365,133
Nevada,2014,365,163
Graham,2013,214,97
Santa Cruz,1987,365,108
Sherman,2009,51,61
Putnam,1991,52,59
Floyd,2009,360,119
Polk,2016,366,138
Pulaski,1999,365,182
Yellowstone,2000,366,153
Sacramento,1993,365,214
Essex,1988,366,242
Calhoun,1992,60,43
Ventura,2002,365,204
Baldwin,2016,279,87
Porter,2004,366,174
Mercer,2005,86,96
Lafayette,1985,347,172
La Plata,2008,366,112
St. Lawrence,2005,111,98
Nevada,1998,365,185
Wayne,1986,343,200
Adams,2002,364,116
Knox,1986,365,188
Miami,2005,214,150
Davis,1998,365,195
Kent,2000,232,182
Newton,1995,352,126
Salt Lake,1998,365,203
Creek,2005,361,177
Hancock,2010,365,146
Androscoggin,2014,347,90
Sagadahoc,2010,213,101
Pinellas,2003,365,179
Seneca,2004,177,52
Paulding,1992,265,215
Houston,2011,363,95
Henrico,1996,238,154
Milwaukee,1986,365,206
Bucks,1984,365,258
Cabell,1986,365,203
Hancock,2005,61,42
Laramie,1996,57,31
Merced,1982,69,68
Davis,1992,366,197
Sandoval,1993,365,115
Catron,1996,100,81
Dane,1982,362,187
Rockland,2013,365,143
Hendricks,2017,240,93
Ector,2004,124,72
Arapahoe,2018,365,156
Clayton,2004,109,115
Douglas,1986,365,122
Madison,1995,213,201
Perry,1998,357,179
Stanislaus,2015,365,187
Monmouth,2010,365,174
San Mateo,2009,365,97
Shelby,2007,284,182
Fond du Lac,1996,179,195
McLean,2000,361,65
Sheridan,2011,115,50
Jefferson,1998,237,187
Hamilton,1992,361,159
Northampton,2016,366,217
Sangamon,1989,364,190
Guayanilla,2014,27,46
Vanderburgh,2017,365,115
Pershing,1993,52,64
Power,2002,345,130
Campbell,1992,59,36
San Juan,2010,354,119
Elbert,2008,60,45
St. Mary,2004,349,154
Ashley,2018,121,103
Clark,1981,354,205
Chaves,1993,60,31
Portage,1993,208,182
Medina,2012,295,161
Jeff Davis,2004,48,35
White Pine,1996,356,126
Pulaski,2006,254,87
Montgomery,1987,259,223
Jefferson,1992,366,140
York,1985,363,243
Madison,2008,361,136
Caroline,2016,182,112
Washington,2003,365,133
Kent,1990,365,204
Berrien,1996,183,215
Vermillion,1987,361,200
Terrebonne,2016,120,72
Seminole,2016,365,87
Tuscola,2008,282,115
Butler,1981,365,174
Bristol,2015,365,122
Citrus,2004,119,152
Maverick,2009,345,80
Clermont,2005,344,159
Madison,1992,264,126
Vilas,2003,365,119
Somerset,2016,357,105
Laramie,1999,109,65
La Crosse,1984,159,133
Stillwater,1992,90,31
Luna,2009,364,141
Potter,2000,57,64
Kanawha,2002,365,172
Rockbridge,2006,264,108
Nueces,2008,359,191
Lenawee,2006,172,140
Uintah,2006,49,17
Denton,1987,345,224
Fulton,1998,365,235
Clayton,2017,116,68
York,1981,365,189
Whatcom,2010,355,72
Aroostook,2019,365,174
Glenn,1989,60,60
Wichita,1992,49,56
Warren,2019,364,103
Liberty,2010,324,93
Montgomery,1998,208,209
Strafford,1993,60,55
Lycoming,1982,325,195
Bayamon,1990,357,200
Buchanan,2015,364,99
Jefferson,1984,366,234
Meigs,2009,242,112
Meigs,1981,361,200
Brazoria,2004,364,212
Pottawattamie,1988,20,53
Spokane,2002,365,141
San Joaquin,1992,366,161
Genesee,1992,366,151
Sumter,2003,281,99
Livingston,2005,361,156
Douglas,2000,366,131
Barnstable,1989,193,212
Denali ,1999,362,65
Rockingham,2005,365,140
Boulder,1995,365,119
Polk,2010,365,116
Elkhart,2006,240,133
Gilmer,2006,355,97
Eddy,1986,365,200
Huntington,2019,355,84
Clark,1986,355,247
Fremont,2005,182,105
Roane,1986,348,200
Greenbrier,2009,209,97
Washington,1980,351,212
Garland,1999,21,75
Tulare,1996,366,206
DeKalb,1993,365,235
Buchanan,1995,365,200
Elkhart,2008,238,139
Bronx,1992,365,147
Edmonson,1989,328,151
McLean,2005,364,140
Fayette,2011,340,140
Lenoir,2013,262,100
Franklin,2013,357,175
Graham,1995,60,88
Westmoreland,2001,365,174
Pinal,1997,359,137
Weld,1992,364,105
Calaveras,2014,361,115
New York,2005,365,121
Elk,1999,363,150
Clackamas,1981,363,258
Trumbull,1995,290,192
Ohio,2012,265,154
Madison,1999,365,206
East Baton Rouge,2008,366,143
Hennepin,2018,365,104
Union,1995,60,57
Guayanilla,1982,290,200
Bell,2007,264,169
Placer,2017,365,156
Watauga,1996,53,46
McCracken,2016,366,105
Huron,1993,99,154
Washington,1991,53,62
Edmonson,1987,337,221
Oldham,2010,243,161
Person,1982,187,115
San Juan,1993,339,87
Liberty,2002,360,105
Camden,2017,365,143
Winona,2006,114,79
Lander,1987,172,65
Natrona,1993,59,41
Beaufort,2003,321,128
Union,1994,179,122
Shelby,2010,278,156
Hawkins,1983,350,200
Umatilla,2018,333,229
Montgomery,2005,364,147
Eau Claire,2014,354,93
Westchester,2018,365,169
Cascade,1983,265,115
Saint Louis,1999,365,214
Siskiyou,1994,356,93
Chaves,2018,118,57
Cotton,2007,275,133
McCracken,1981,365,200
Wright,2008,103,93
Cumberland,1994,365,159
Napa,2017,365,249
Taney,2008,107,73
Allegan,1993,211,200
Platte,2007,42,120
Leelanau,2004,175,136
McLennan,2016,366,74
Suffolk,1986,362,209
Liberty,2005,360,122
Chemung,1981,365,161
Cuyahoga,1988,366,230
Oliver,1982,365,95
Hamilton,1995,360,174
Northampton,2016,366,217
Wyandotte,1994,365,143
New Haven,2012,366,187
Manitowoc,1985,179,209
Delta,1999,61,357
Bonner,2006,351,57
Ottawa,2008,364,97
BAJA CALIFORNIA NORTE,2017,361,417
Cecil,2008,296,195
Thurston,2007,114,90
Kane,1996,359,140
Lake,1994,365,192
Washington,2002,120,96
Randall,2014,354,93
Bergen,1989,365,200
Alamance,2015,153,63
Coconino,2012,366,133
Oconee,1990,338,126
Atlantic,2004,345,133
Lee,2002,95,45
Richmond City,1984,366,114
Kent,2000,366,192
Comanche,2001,365,150
Richmond,1996,355,174
Vieques,2003,57,74
Lubbock,2017,340,92
Mariposa,2013,365,230
Suffolk,1997,365,151
Highlands,2002,353,119
Richmond,2007,363,179
Kootenai,1993,117,91
York,2001,365,169
Cowlitz,1997,242,108
Pittsburg,2013,363,108
Philadelphia,1984,366,234
Lee,1998,360,174
St Thomas,2004,49,75
Josephine,1982,363,183
Missoula,1985,176,152
Campbell,1996,61,75
Dawson,2013,245,105
Cumberland,2000,366,208
Kanawha,1994,365,161
Warren,2004,365,200
Lubbock,1990,172,70
Jones,2008,121,85
Kenton,1986,365,203
Boise,2005,361,109
Virginia Beach City,2004,344,114
Mercer,1984,340,185
East Baton Rouge,1989,365,220
Grant,2015,360,152
McKinley,1993,57,52
Sullivan,2002,259,172
Shasta,2004,366,177
Howell,1999,107,137
Bannock,1999,359,184
Bristol City,1990,60,55
McKenzie,1984,366,200
Humphreys,1988,357,200
Van Buren,2010,365,108
Bergen,2003,365,182
Chatham,2013,260,80
Douglas,1997,35,19
Page,1999,111,177
Fajardo,1997,142,83
Bannock,1982,352,200
Clark,2007,196,140
Cobb,2009,361,164
Hays,2011,214,151
Claiborne,2012,353,129
Montgomery,1994,365,200
Lee,1991,362,125
Anderson,1985,365,200
Bristol,2011,364,150
Spokane,1988,366,256
Union,2017,365,196
Sumter,1997,206,174
Bristol,2005,365,151
Morgan,1994,103,120
Barnwell,2000,357,185
Clark,2007,365,163
San Joaquin,2007,365,154
Fond du Lac,2001,184,161
Columbus,1991,355,200
Neosho,1998,51,44
Union,2000,365,101
Cumberland,1984,362,197
Mobile,1987,314,200
Clark,2001,365,126
Arapahoe,1997,361,115
Carter,2013,62,69
Portsmouth City,1990,61,52
Columbia,2016,199,108
Carroll,2000,55,53
Catano,2002,365,171
Humacao,2002,94,62
Sacramento,1992,366,218
Cass,1992,162,187
Roane,1990,326,200
New London,1987,357,235
San Mateo,1988,366,119
Ward,2009,29,24
Meigs,2012,244,140
Clermont,2003,365,200
Charles,1986,354,204
Taos,1998,363,64
Westmoreland,2000,366,174
BAJA CALIFORNIA NORTE,2003,365,417
Callaway,2013,214,77
Alameda,2008,366,205
Wake,2008,366,173
Rockingham,2018,290,90
DeKalb,2010,350,119
Santa Clara,2009,365,140
Washington,1998,170,154
Adair,2005,362,122
Macomb,2005,365,195
Bannock,2013,365,200
Cambria,1981,355,204
Union,2010,361,75
Fountain,1998,347,163
Halifax,1996,47,51
Swain,1997,234,129
Orange,2003,114,111
Oneida,1990,355,204
Bristol,2004,366,185
McMinn,2011,358,124
Cook,1983,365,230
Jefferson,2016,239,133
Los Alamos,1994,300,129
Stutsman,1985,23,32
Somerset,2014,362,97
Washington,2010,193,97
Fairfield,2004,366,205
Klamath,2011,360,130
Greenville,1994,363,65
CHIHUAHUA STATE,1992,333,207
Edgefield,1995,353,129
Essex,2002,365,222
Rock,1982,365,200
Baker,2017,355,90
Pierce,2009,365,161
Marion,1996,321,197
Teller,1990,226,21
Norfolk City,1980,343,73
Citrus,2016,364,104
Hunt,2003,283,133
Chittenden,2001,303,140
Garfield,1995,60,60
Ouachita,1984,363,115
Marion,1993,183,106
Mobile,1992,366,180
Vernon,1985,363,193
Hillsborough,1989,365,200
Muhlenberg,1992,360,193
Placer,1996,366,205
Yamhill,2008,208,80
Sussex,1998,276,205
Manitowoc,2016,188,147
Boone,2012,245,150
Tehama,2007,359,154
Powell,1987,32,29
Livingston,2007,364,154
Mille Lacs,2009,233,91
Ocean,1995,365,244
Androscoggin,2000,341,112
Tuolumne,2007,364,169
East Baton Rouge,1984,366,227
Bannock,1984,364,200
Archuleta,2015,348,74
Meigs,1997,338,200
Livingston,2001,365,154
Kent,2018,361,119
Carteret,2016,327,93
Sierra,1999,58,57
Liberty,2001,354,126
Marion,1995,58,64
Fairbanks North Star ,2011,365,161
Van Buren,2011,273,42
Berkshire,2001,198,203
Saint Charles,1999,364,225
Litchfield,2018,363,133
Berks,1986,365,185
Clermont,1996,361,177
Warrick,2011,183,159
New York,2018,365,151
Eddy,1995,361,81
Florence,2016,232,83
Blount,1984,364,200
Cerro Gordo,1999,358,200
Pickens,1988,344,210
Volusia,2017,354,95
St. Clair,1988,363,208
Floyd,1991,44,65
Tehama,1987,57,102
Mason,2008,183,143
Lewis,1992,56,69
Sanders,2009,121,72
Oliver,1993,365,81
Scott,2006,365,111
Madison,2007,354,115
San Patricio,1984,147,169
McKinley,2013,128,51
Clayton,2012,116,74
Pima,1989,365,129
Norfolk City,1989,365,127
Wicomico,2001,58,34
Ottawa,1995,179,172
Bristol City,2002,119,114
Durham,1981,349,158
Dorchester,2001,364,201
Lewis,2016,366,66
East Baton Rouge,2012,363,151
Baldwin,2000,356,129
Fulton,2004,366,204
Saint Charles,1989,362,202
Lancaster,2009,365,128
Johnston,1990,359,161
Carbon,2017,365,111
Jackson,2017,226,93
Luna,2017,360,136
Berks,1987,365,213
Asotin,2016,362,92
Campbell,2005,365,201
Howard,2018,365,108
Santa Clara,2015,365,147
Baltimore (City),1984,366,206
Ford,2002,58,51
Passaic,1989,61,61
San Juan,2015,329,62
Adams,2002,365,206
Prince William,2014,363,119
Tuolumne,2017,362,143
Roanoke City,1994,365,73
Cochise,2004,362,108
Forest,2007,357,133
Marshall,1987,358,200
Tuscola,1991,345,179
Kings,2018,365,80
Oldham,2016,241,112
Union,1998,355,111
Manitowoc,1994,184,251
Cass,2006,59,76
Palm Beach,2010,365,119
Lake,2001,365,174
Carson City,1986,328,164
Rockwall,2007,363,140
Humboldt,1989,344,69
Kent,1982,365,182
St. Joseph,2018,365,133
Beltrami,2019,352,181
Clinton,2018,244,143
Hamilton,2014,231,93
McDowell,2007,329,139
Fulton,2005,365,209
Titus,2017,365,117
Saginaw,2000,107,93
Summit,1983,365,207
Cabarrus,1997,60,49
Douglas,2016,336,105
Roanoke,1998,365,206
Santa Barbara,2018,365,114
Sullivan,1988,362,201
Norfolk,1984,366,201
Bradford,2018,356,97
Arapahoe,2000,362,151
Monterey,2002,365,108
Phillips,2017,360,113
Glacier,1999,58,67
Fountain,2015,357,46
Tuscarawas,1991,300,192
Genesee,1998,365,207
Winchester City,1993,61,54
Salt Lake,2017,365,155
Anne Arundel,2019,355,143
Hays,2010,165,133
DeSoto,1987,272,174
Los Alamos,1991,365,122
Lake,2011,365,156
Providence,1998,365,166
Travis,2003,365,177
Ada,1993,357,87
Converse,1997,62,52
Webb,1990,33,57
Washington,1984,307,213
Lake,2003,365,207
Lewis and Clark,1987,357,200
Monterey,2011,365,77
Ford,2018,354,129
Box Elder,2018,365,151
Ashtabula,2007,359,182
Stark,1988,366,242
Forrest,2013,361,107
Alamance,2011,365,108
New Haven,2004,366,206
Escambia,1981,365,200
Dunn,2004,366,50
Natrona,2011,212,77
Tucker,1997,362,151
St. Croix,1988,164,218
Douglas,2001,365,126
Bossier,2014,364,112
Meigs,2009,242,112
Polk,2019,361,119
Taylor,1982,254,133
Hawaii,1995,362,200
Concordia,1999,54,92
Cass,1987,344,129
McDowell,1995,61,51
Dawson,2003,214,150
Caldwell,2010,212,122
Citrus,2009,124,71
Randolph,1994,365,200
Mono,1984,250,154
Silver Bow,2008,365,102
Middlesex,2016,366,151
Parke,1985,363,200
Greene,1989,55,55
Baltimore,1994,365,201
Morgan,2016,365,107
Maricopa,1980,363,227
Essex,2011,365,151
Lake,1992,351,133
Abbeville,2014,188,74
Douglas,2007,365,141
Marion,1986,57,62
Durham,2003,345,182
Pitkin,2007,361,126
Cabell,2004,363,136
